id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine colour
2260,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,1
2261,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,0
2262,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,1
2263,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,0
2264,5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6,1
2265,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5,1
2266,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,1
2267,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,0
2268,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,1
2269,7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6,1
2270,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,0
2271,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,0
2272,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1
2273,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,1
2274,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5,1
2275,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,0
2276,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,0
2277,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,1
2278,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,5,1
2279,7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,0
2280,7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6,1
2281,8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,1
2282,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,1
2283,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,0
2284,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,1
2285,7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5,0
2286,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6,1
2287,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,0
2288,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6,1
2289,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,1
2290,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,0
2291,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,0
2292,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5,0
2293,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,0
2294,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,1
2295,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7,1
2296,8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4,0
2297,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,0
2298,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1
2299,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,1
2300,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,0
2301,10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,0
2302,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6,1
2303,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7,1
2304,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5,0
2305,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,0
2306,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,1
2307,6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6,1
2308,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,1
2309,7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,0
2310,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,1
2311,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,0
2312,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,0
2313,8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,0
2314,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,1
2315,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,0
2316,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7,1
2317,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,0
2318,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5,0
2319,8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6,0
2320,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,0
2321,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,1
2322,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,0
2323,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6,1
2324,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,0
2325,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,1
2326,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,1
2327,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,1
2328,9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,0
2329,6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5,1
2330,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,0
2331,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,0
2332,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7,1
2333,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,1
2334,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6,1
2335,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,0
2336,9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5,0
2337,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,0
2338,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,0
2339,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6,1
2340,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,0
2341,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,0
2342,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,1
2343,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,1
2344,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,0
2345,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,0
2346,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,1
2347,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,1
2348,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,0
2349,7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,0
2350,7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5,0
2351,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,1
2352,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,1
2353,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,0
2354,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,1
2355,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,1
2356,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,1
2357,5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4,0
2358,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,0
2359,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,5,1
2360,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,1
2361,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,0
2362,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,0
2363,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6,1
2364,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,1
2365,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4,0
2366,8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5,0
2367,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,0
2368,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,1
2369,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,0
2370,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6,1
2371,6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,0
2372,8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,0
2373,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,0
2374,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,1
2375,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5,1
2376,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,1
2377,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,1
2378,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,0
2379,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,1
2380,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7,1
2381,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7,1
2382,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,0
2383,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,0
2384,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8,1
2385,6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6,1
2386,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,0
2387,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,1
2388,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,0
2389,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5,1
2390,6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5,0
2391,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,1
2392,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,1
2393,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5,0
2394,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,0
2395,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7,1
2396,6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5,1
2397,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,0
2398,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,0
2399,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,0
2400,7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,5,0
2401,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,0
2402,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5,0
2403,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,1
2404,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5,1
2405,13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,0
2406,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,0
2407,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,0
2408,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,0
2409,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,0
2410,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7,1
2411,7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,0
2412,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,0
2413,7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7,1
2414,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,1
2415,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,1
2416,6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5,0
2417,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5,1
2418,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6,1
2419,7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,0
2420,11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,0
2421,7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6,0
2422,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6,0
2423,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,1
2424,6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6,1
2425,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,1
2426,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6,0
2427,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,1
2428,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,0
2429,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5,0
2430,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,0
2431,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,1
2432,6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7,1
2433,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6,0
2434,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,1
2435,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,1
2436,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7,1
2437,6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,1
2438,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4,1
2439,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,0
2440,6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1,5,1
2441,9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,0
2442,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,0
2443,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,1
2444,6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,7,1
2445,7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5,0
2446,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,0
2447,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,1
2448,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1
2449,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,0
2450,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,0
2451,8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5,0
2452,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,0
2453,7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4,0
2454,12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,0
2455,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,0
2456,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,0
2457,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,5,1
2458,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,0
2459,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4,0
2460,9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,0
2461,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7,1
2462,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,0
2463,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,1
2464,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,1
2465,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,1
2466,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,0
2467,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,0
2468,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,1
2469,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,1
2470,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6,1
2471,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,0
2472,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,0
2473,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5,0
2474,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,0
2475,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,0
2476,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5,0
2477,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5,0
2478,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,0
2479,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5,0
2480,6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,0
2481,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,0
2482,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6,0
2483,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5,1
2484,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,1
2485,5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,0
2486,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,0
2487,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,1
2488,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,0
2489,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,1
2490,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,1
2491,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,0
2492,6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6,0
2493,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,1
2494,7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5,1
2495,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,0
2496,8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,0
2497,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5,1
2498,10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,0
2499,5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6,1
2500,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,1
2501,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,0
2502,9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,0
2503,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,0
2504,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,0
2505,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,1
2506,6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6,1
2507,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6,0
2508,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,0
2509,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,0
2510,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,0
2511,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,1
2512,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,0
2513,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,1
2514,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6,0
2515,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,0
2516,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,0
2517,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,1
2518,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,1
2519,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,0
2520,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5,1
2521,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,1
2522,8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,0
2523,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,0
2524,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5,1
2525,9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,0
2526,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,1
2527,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,1
2528,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,1
2529,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,0
2530,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5,1
2531,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5,0
2532,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,1
2533,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,1
2534,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,1
2535,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,1
2536,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,1
2537,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,1
2538,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5,1
2539,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7,1
2540,6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,5,1
2541,7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,0
2542,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,0
2543,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,0
2544,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,1
2545,7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,0
2546,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,1
2547,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,0
2548,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5,0
2549,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6,0
2550,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,1
2551,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,0
2552,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,1
2553,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,1
2554,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,1
